type,distribution,algorithm,n,batch,reps,median_ns_total,min_ns_total,ns_per_elem
i64,median_of_3_killer,lomuto,16,4096,64,32321.0,32300.0,0.4932
i64,median_of_3_killer,lomuto_branchless,16,4096,64,38371.0,38171.0,0.5855
i64,median_of_3_killer,hoare,16,4096,64,15010.0,14880.0,0.2290
i64,median_of_3_killer,hoare_guarded,16,4096,64,35601.0,35171.0,0.5432
i64,median_of_3_killer,block,16,4096,64,15841.0,15660.0,0.2417
i64,median_of_3_killer,boost_block,16,4096,64,25311.0,25261.0,0.3862
i64,median_of_3_killer,fulcrum,16,4096,64,32391.0,32301.0,0.4942
i64,median_of_3_killer,block_simd_amd,16,4096,64,26131.0,26070.0,0.3987
i64,median_of_3_killer,sized,16,4096,64,39601.0,39431.0,0.6043
i64,median_of_3_killer,std_partition,24,2730,64,19280.0,18660.0,0.2943
i64,median_of_3_killer,lomuto,24,2730,64,30731.0,30690.0,0.4690
i64,median_of_3_killer,lomuto_branchless,24,2730,64,38281.0,37881.0,0.5843
i64,median_of_3_killer,hoare,24,2730,64,12880.0,12350.0,0.1966
i64,median_of_3_killer,hoare_guarded,24,2730,64,24620.0,24490.0,0.3758
i64,median_of_3_killer,block,24,2730,64,12350.0,12261.0,0.1885
i64,median_of_3_killer,boost_block,24,2730,64,22250.0,22181.0,0.3396
i64,median_of_3_killer,fulcrum,24,2730,64,26471.0,26390.0,0.4040
i64,median_of_3_killer,block_simd_amd,24,2730,64,22851.0,22771.0,0.3488
i64,median_of_3_killer,sized,24,2730,64,39281.0,39020.0,0.5995
i64,median_of_3_killer,std_partition,64,1024,64,13990.0,13720.0,0.2135
i64,median_of_3_killer,lomuto,64,1024,64,32711.0,32691.0,0.4991
i64,median_of_3_killer,lomuto_branchless,64,1024,64,37971.0,37780.0,0.5794
i64,median_of_3_killer,hoare,64,1024,64,9321.0,9130.0,0.1422
i64,median_of_3_killer,hoare_guarded,64,1024,64,13171.0,13040.0,0.2010
i64,median_of_3_killer,block,64,1024,64,9370.0,9210.0,0.1430
i64,median_of_3_killer,boost_block,64,1024,64,17301.0,17190.0,0.2640
i64,median_of_3_killer,fulcrum,64,1024,64,18940.0,18831.0,0.2890
i64,median_of_3_killer,block_simd_amd,64,1024,64,20000.0,17401.0,0.3052
i64,median_of_3_killer,sized,64,1024,64,38281.0,38081.0,0.5841
i64,median_of_3_killer,std_partition,256,256,64,13210.0,13170.0,0.2016
i64,median_of_3_killer,lomuto,256,256,64,29261.0,29241.0,0.4465
i64,median_of_3_killer,lomuto_branchless,256,256,64,38671.0,38391.0,0.5901
i64,median_of_3_killer,hoare,256,256,64,8940.0,8890.0,0.1364
i64,median_of_3_killer,hoare_guarded,256,256,64,12960.0,12910.0,0.1978
i64,median_of_3_killer,block,256,256,64,8960.0,8881.0,0.1367
i64,median_of_3_killer,boost_block,256,256,64,16931.0,16871.0,0.2583
i64,median_of_3_killer,fulcrum,256,256,64,32891.0,32611.0,0.5019
i64,median_of_3_killer,block_simd_amd,256,256,64,16990.0,16930.0,0.2592
i64,median_of_3_killer,sized,256,256,64,38681.0,38421.0,0.5902
i64,median_of_3_killer,std_partition,1024,64,64,11270.0,11220.0,0.1720
i64,median_of_3_killer,lomuto,1024,64,64,28401.0,28390.0,0.4334
i64,median_of_3_killer,lomuto_branchless,1024,64,64,38271.0,38160.0,0.5840
i64,median_of_3_killer,hoare,1024,64,64,8030.0,7990.0,0.1225
i64,median_of_3_killer,hoare_guarded,1024,64,64,11270.0,11210.0,0.1720
i64,median_of_3_killer,block,1024,64,64,30501.0,30401.0,0.4654
i64,median_of_3_killer,boost_block,1024,64,64,14880.0,14840.0,0.2271
i64,median_of_3_killer,fulcrum,1024,64,64,29680.0,29461.0,0.4529
i64,median_of_3_killer,block_simd_amd,1024,64,64,14870.0,14810.0,0.2269
i64,median_of_3_killer,sized,1024,64,64,14840.0,14780.0,0.2264
i64,median_of_3_killer,std_partition,4096,16,64,10781.0,10760.0,0.1645
i64,median_of_3_killer,lomuto,4096,16,64,28081.0,28030.0,0.4285
i64,median_of_3_killer,lomuto_branchless,4096,16,64,37981.0,37840.0,0.5795
i64,median_of_3_killer,hoare,4096,16,64,7410.0,7360.0,0.1131
i64,median_of_3_killer,hoare_guarded,4096,16,64,10840.0,10780.0,0.1654
i64,median_of_3_killer,block,4096,16,64,31401.0,31260.0,0.4791
i64,median_of_3_killer,boost_block,4096,16,64,14360.0,14320.0,0.2191
i64,median_of_3_killer,fulcrum,4096,16,64,29420.0,29300.0,0.4489
i64,median_of_3_killer,block_simd_amd,4096,16,64,14330.0,14310.0,0.2187
i64,median_of_3_killer,sized,4096,16,64,14351.0,14250.0,0.2190
i64,median_of_3_killer,std_partition,65536,1,64,10550.0,10530.0,0.1610
i64,median_of_3_killer,lomuto,65536,1,64,27961.0,27950.0,0.4267
i64,median_of_3_killer,lomuto_branchless,65536,1,64,38051.0,37791.0,0.5806
i64,median_of_3_killer,hoare,65536,1,64,7210.0,7150.0,0.1100
i64,median_of_3_killer,hoare_guarded,65536,1,64,10691.0,10630.0,0.1631
i64,median_of_3_killer,block,65536,1,64,31600.0,31490.0,0.4822
i64,median_of_3_killer,boost_block,65536,1,64,14140.0,14120.0,0.2158
i64,median_of_3_killer,fulcrum,65536,1,64,29191.0,28980.0,0.4454
i64,median_of_3_killer,block_simd_amd,65536,1,64,14110.0,14090.0,0.2153
i64,median_of_3_killer,sized,65536,1,64,14130.0,14110.0,0.2156
i64,median_of_3_killer,std_partition,262144,1,16,42111.0,42091.0,0.1606
i64,median_of_3_killer,lomuto,262144,1,16,111113.0,111102.0,0.4239
i64,median_of_3_killer,lomuto_branchless,262144,1,16,152993.0,152153.0,0.5836
i64,median_of_3_killer,hoare,262144,1,16,56642.0,56342.0,0.2161
i64,median_of_3_killer,hoare_guarded,262144,1,16,42351.0,42291.0,0.1616
i64,median_of_3_killer,block,262144,1,16,126382.0,126073.0,0.4821
i64,median_of_3_killer,boost_block,262144,1,16,56271.0,55971.0,0.2147
i64,median_of_3_killer,fulcrum,262144,1,16,116303.0,115422.0,0.4437
i64,median_of_3_killer,block_simd_amd,262144,1,16,56302.0,56291.0,0.2148
i64,median_of_3_killer,sized,262144,1,16,56271.0,56251.0,0.2147
i64,median_of_3_killer,std_partition,1048576,1,5,167963.0,166854.0,0.1602
i64,median_of_3_killer,lomuto,1048576,1,5,444440.0,442060.0,0.4239
i64,median_of_3_killer,lomuto_branchless,1048576,1,5,614944.0,612074.0,0.5865
i64,median_of_3_killer,hoare,1048576,1,5,222925.0,222015.0,0.2126
i64,median_of_3_killer,hoare_guarded,1048576,1,5,170844.0,166924.0,0.1629
i64,median_of_3_killer,block,1048576,1,5,503341.0,499532.0,0.4800
i64,median_of_3_killer,boost_block,1048576,1,5,221425.0,220275.0,0.2112
i64,median_of_3_killer,fulcrum,1048576,1,5,461830.0,460631.0,0.4404
i64,median_of_3_killer,block_simd_amd,1048576,1,5,221745.0,221345.0,0.2115
i64,median_of_3_killer,sized,1048576,1,5,221945.0,221485.0,0.2117
i64,median_of_3_killer,std_partition,4194304,1,5,1472994.0,1414462.0,0.3512
i64,median_of_3_killer,lomuto,4194304,1,5,1981485.0,1973636.0,0.4724
i64,median_of_3_killer,lomuto_branchless,4194304,1,5,2644650.0,2590389.0,0.6305
i64,median_of_3_killer,hoare,4194304,1,5,1588646.0,1508245.0,0.3788
i64,median_of_3_killer,hoare_guarded,4194304,1,5,1378342.0,1377132.0,0.3286
i64,median_of_3_killer,block,4194304,1,5,2198721.0,2187040.0,0.5242
i64,median_of_3_killer,boost_block,4194304,1,5,1596107.0,1493075.0,0.3805
i64,median_of_3_killer,fulcrum,4194304,1,5,2298243.0,2297603.0,0.5479
i64,median_of_3_killer,block_simd_amd,4194304,1,5,1626808.0,1586726.0,0.3879
i64,median_of_3_killer,sized,4194304,1,5,1515285.0,1490365.0,0.3613
pair64,random_uniform,std_partition,4,16384,64,249056.0,247096.0,3.8003
pair64,random_uniform,lomuto,4,16384,64,228025.0,225345.0,3.4794
pair64,random_uniform,lomuto_branchless,4,16384,64,321628.0,318307.0,4.9077
pair64,random_uniform,hoare,4,16384,64,250816.0,243625.0,3.8271
pair64,random_uniform,hoare_guarded,4,16384,64,210064.0,207175.0,3.2053
pair64,random_uniform,block,4,16384,64,248766.0,245966.0,3.7959
pair64,random_uniform,boost_block,4,16384,64,248756.0,246666.0,3.7957
pair64,random_uniform,fulcrum,4,16384,64,242075.0,238706.0,3.6938
pair64,random_uniform,block_simd_amd,4,16384,64,241225.0,238986.0,3.6808
pair64,random_uniform,sized,4,16384,64,322607.0,320778.0,4.9226
pair64,random_uniform,std_partition,8,8192,64,241936.0,240706.0,3.6917
pair64,random_uniform,lomuto,8,8192,64,236035.0,233455.0,3.6016
pair64,random_uniform,lomuto_branchless,8,8192,64,323797.0,317427.0,4.9408
pair64,random_uniform,hoare,8,8192,64,232535.0,230556.0,3.5482
pair64,random_uniform,hoare_guarded,8,8192,64,202875.0,198745.0,3.0956
pair64,random_uniform,block,8,8192,64,231005.0,228565.0,3.5249
pair64,random_uniform,boost_block,8,8192,64,235196.0,231735.0,3.5888
pair64,random_uniform,fulcrum,8,8192,64,237515.0,232155.0,3.6242
pair64,random_uniform,block_simd_amd,8,8192,64,231345.0,228575.0,3.5300
pair64,random_uniform,sized,8,8192,64,322587.0,319557.0,4.9223
pair64,random_uniform,std_partition,16,4096,64,231815.0,223585.0,3.5372
pair64,random_uniform,lomuto,16,4096,64,213725.0,203725.0,3.2612
pair64,random_uniform,lomuto_branchless,16,4096,64,328498.0,305787.0,5.0125
pair64,random_uniform,hoare,16,4096,64,207475.0,205764.0,3.1658
pair64,random_uniform,hoare_guarded,16,4096,64,238626.0,201284.0,3.6411
pair64,random_uniform,block,16,4096,64,205985.0,203685.0,3.1431
pair64,random_uniform,boost_block,16,4096,64,164394.0,163714.0,2.5085
pair64,random_uniform,fulcrum,16,4096,64,161574.0,160873.0,2.4654
pair64,random_uniform,block_simd_amd,16,4096,64,167574.0,166014.0,2.5570
pair64,random_uniform,sized,16,4096,64,307208.0,304037.0,4.6876
pair64,random_uniform,std_partition,24,2730,64,211365.0,209115.0,3.2260
pair64,random_uniform,lomuto,24,2730,64,203365.0,190924.0,3.1039
pair64,random_uniform,lomuto_branchless,24,2730,64,296857.0,289347.0,4.5308
pair64,random_uniform,hoare,24,2730,64,193965.0,188454.0,2.9604
pair64,random_uniform,hoare_guarded,24,2730,64,198414.0,192035.0,3.0283
pair64,random_uniform,block,24,2730,64,191264.0,187094.0,2.9192
pair64,random_uniform,boost_block,24,2730,64,133403.0,132223.0,2.0361
pair64,random_uniform,fulcrum,24,2730,64,133253.0,128692.0,2.0338
pair64,random_uniform,block_simd_amd,24,2730,64,139193.0,133253.0,2.1244
pair64,random_uniform,sized,24,2730,64,297477.0,290337.0,4.5402
pair64,random_uniform,std_partition,64,1024,64,195595.0,191395.0,2.9845
pair64,random_uniform,lomuto,64,1024,64,172174.0,169834.0,2.6272
pair64,random_uniform,lomuto_branchless,64,1024,64,274376.0,271906.0,4.1866
pair64,random_uniform,hoare,64,1024,64,168244.0,166494.0,2.5672
pair64,random_uniform,hoare_guarded,64,1024,64,173184.0,171954.0,2.6426
pair64,random_uniform,block,64,1024,64,165384.0,162223.0,2.5236
pair64,random_uniform,boost_block,64,1024,64,82192.0,81582.0,1.2542
pair64,random_uniform,fulcrum,64,1024,64,79132.0,78521.0,1.2075
pair64,random_uniform,block_simd_amd,64,1024,64,82282.0,81631.0,1.2555
pair64,random_uniform,sized,64,1024,64,115003.0,82712.0,1.7548
pair64,random_uniform,std_partition,256,256,64,183654.0,181815.0,2.8023
pair64,random_uniform,lomuto,256,256,64,163994.0,162134.0,2.5023
pair64,random_uniform,lomuto_branchless,256,256,64,268516.0,265376.0,4.0972
pair64,random_uniform,hoare,256,256,64,157404.0,156213.0,2.4018
pair64,random_uniform,hoare_guarded,256,256,64,164424.0,162454.0,2.5089
pair64,random_uniform,block,256,256,64,152734.0,150694.0,2.3305
pair64,random_uniform,boost_block,256,256,64,68141.0,67612.0,1.0397
pair64,random_uniform,fulcrum,256,256,64,102622.0,101173.0,1.5659
pair64,random_uniform,block_simd_amd,256,256,64,68472.0,67892.0,1.0448
pair64,random_uniform,sized,256,256,64,68871.0,67951.0,1.0509
pair64,random_uniform,std_partition,1024,64,64,217735.0,214525.0,3.3224
pair64,random_uniform,lomuto,1024,64,64,197395.0,193614.0,3.0120
pair64,random_uniform,lomuto_branchless,1024,64,64,263027.0,256586.0,4.0135
pair64,random_uniform,hoare,1024,64,64,192954.0,189625.0,2.9442
pair64,random_uniform,hoare_guarded,1024,64,64,211845.0,209865.0,3.2325
pair64,random_uniform,block,1024,64,64,134853.0,133503.0,2.0577
pair64,random_uniform,boost_block,1024,64,64,96793.0,95802.0,1.4769
pair64,random_uniform,fulcrum,1024,64,64,176314.0,172324.0,2.6903
pair64,random_uniform,block_simd_amd,1024,64,64,97172.0,95883.0,1.4827
pair64,random_uniform,sized,1024,64,64,97052.0,96232.0,1.4809
pair64,random_uniform,std_partition,4096,16,64,144404.0,143623.0,2.2034
pair64,random_uniform,lomuto,4096,16,64,135733.0,134683.0,2.0711
pair64,random_uniform,lomuto_branchless,4096,16,64,195275.0,193155.0,2.9797
pair64,random_uniform,hoare,4096,16,64,128183.0,126962.0,1.9559
pair64,random_uniform,hoare_guarded,4096,16,64,142693.0,140923.0,2.1773
pair64,random_uniform,block,4096,16,64,67251.0,66812.0,1.0262
pair64,random_uniform,boost_block,4096,16,64,51541.0,51101.0,0.7865
pair64,random_uniform,fulcrum,4096,16,64,79292.0,78272.0,1.2099
pair64,random_uniform,block_simd_amd,4096,16,64,51851.0,51201.0,0.7912
pair64,random_uniform,sized,4096,16,64,51392.0,50921.0,0.7842
pair64,random_uniform,std_partition,65536,1,64,158334.0,156264.0,2.4160
pair64,random_uniform,lomuto,65536,1,64,149413.0,148423.0,2.2799
pair64,random_uniform,lomuto_branchless,65536,1,64,217885.0,215745.0,3.3247
pair64,random_uniform,hoare,65536,1,64,137003.0,135773.0,2.0905
pair64,random_uniform,hoare_guarded,65536,1,64,155194.0,151984.0,2.3681
pair64,random_uniform,block,65536,1,64,66022.0,65521.0,1.0074
pair64,random_uniform,boost_block,65536,1,64,52931.0,52641.0,0.8077
pair64,random_uniform,fulcrum,65536,1,64,52801.0,52261.0,0.8057
pair64,random_uniform,block_simd_amd,65536,1,64,53292.0,52891.0,0.8132
pair64,random_uniform,sized,65536,1,64,53092.0,52722.0,0.8101
pair64,random_uniform,std_partition,262144,1,16,438840.0,435250.0,1.6740
pair64,random_uniform,lomuto,262144,1,16,438900.0,434670.0,1.6743
pair64,random_uniform,lomuto_branchless,262144,1,16,757158.0,719206.0,2.8883
pair64,random_uniform,hoare,262144,1,16,419380.0,413279.0,1.5998
pair64,random_uniform,hoare_guarded,262144,1,16,463731.0,459011.0,1.7690
pair64,random_uniform,block,262144,1,16,258676.0,256816.0,0.9868
pair64,random_uniform,boost_block,262144,1,16,204505.0,203124.0,0.7801
pair64,random_uniform,fulcrum,262144,1,16,204444.0,203445.0,0.7799
pair64,random_uniform,block_simd_amd,262144,1,16,255936.0,209095.0,0.9763
pair64,random_uniform,sized,262144,1,16,211795.0,205855.0,0.8079
pair64,random_uniform,std_partition,1048576,1,5,3153363.0,3149583.0,3.0073
pair64,random_uniform,lomuto,1048576,1,5,2890036.0,2888177.0,2.7562
pair64,random_uniform,lomuto_branchless,1048576,1,5,4241227.0,4237777.0,4.0447
pair64,random_uniform,hoare,1048576,1,5,2818985.0,2814945.0,2.6884
pair64,random_uniform,hoare_guarded,1048576,1,5,3184813.0,3142552.0,3.0373
pair64,random_uniform,block,1048576,1,5,1296879.0,1066615.0,1.2368
pair64,random_uniform,boost_block,1048576,1,5,862709.0,857379.0,0.8227
pair64,random_uniform,fulcrum,1048576,1,5,779617.0,776338.0,0.7435
pair64,random_uniform,block_simd_amd,1048576,1,5,862019.0,858010.0,0.8221
pair64,random_uniform,sized,1048576,1,5,866050.0,861830.0,0.8259
pair64,random_uniform,std_partition,4194304,1,5,7608604.0,7546303.0,1.8140
pair64,random_uniform,lomuto,4194304,1,5,7741427.0,7665856.0,1.8457
pair64,random_uniform,lomuto_branchless,4194304,1,5,10558372.0,10516811.0,2.5173
pair64,random_uniform,hoare,4194304,1,5,6471408.0,6461778.0,1.5429
pair64,random_uniform,hoare_guarded,4194304,1,5,7403070.0,7345058.0,1.7650
pair64,random_uniform,block,4194304,1,5,4536294.0,4505313.0,1.0815
pair64,random_uniform,boost_block,4194304,1,5,4372710.0,4172086.0,1.0425
pair64,random_uniform,fulcrum,4194304,1,5,4284938.0,4249938.0,1.0216
pair64,random_uniform,block_simd_amd,4194304,1,5,4187056.0,4178896.0,0.9983
pair64,random_uniform,sized,4194304,1,5,4468432.0,4191506.0,1.0654
pair64,few_unique,std_partition,4,16384,64,223325.0,220345.0,3.4077
pair64,few_unique,lomuto,4,16384,64,208845.0,205244.0,3.1867
pair64,few_unique,lomuto_branchless,4,16384,64,300517.0,293717.0,4.5855
pair64,few_unique,hoare,4,16384,64,223755.0,221665.0,3.4142
pair64,few_unique,hoare_guarded,4,16384,64,209634.0,206675.0,3.1988
pair64,few_unique,block,4,16384,64,224965.0,223836.0,3.4327
pair64,few_unique,boost_block,4,16384,64,224615.0,222705.0,3.4274
pair64,few_unique,fulcrum,4,16384,64,219095.0,215924.0,3.3431
pair64,few_unique,block_simd_amd,4,16384,64,218045.0,214695.0,3.3271
pair64,few_unique,sized,4,16384,64,301187.0,296087.0,4.5957
pair64,few_unique,std_partition,8,8192,64,239046.0,237265.0,3.6476
pair64,few_unique,lomuto,8,8192,64,239206.0,233685.0,3.6500
pair64,few_unique,lomuto_branchless,8,8192,64,332417.0,329848.0,5.0723
pair64,few_unique,hoare,8,8192,64,240135.0,238235.0,3.6642
pair64,few_unique,hoare_guarded,8,8192,64,215105.0,213585.0,3.2822
pair64,few_unique,block,8,8192,64,237116.0,233885.0,3.6181
pair64,few_unique,boost_block,8,8192,64,246556.0,240876.0,3.7621
pair64,few_unique,fulcrum,8,8192,64,243565.0,236775.0,3.7165
pair64,few_unique,block_simd_amd,8,8192,64,237706.0,235245.0,3.6271
pair64,few_unique,sized,8,8192,64,333347.0,330127.0,5.0865
pair64,few_unique,std_partition,16,4096,64,229966.0,228125.0,3.5090
pair64,few_unique,lomuto,16,4096,64,220855.0,216615.0,3.3700
pair64,few_unique,lomuto_branchless,16,4096,64,332697.0,328708.0,5.0766
pair64,few_unique,hoare,16,4096,64,221965.0,220735.0,3.3869
pair64,few_unique,hoare_guarded,16,4096,64,218745.0,217145.0,3.3378
pair64,few_unique,block,16,4096,64,218065.0,215325.0,3.3274
pair64,few_unique,boost_block,16,4096,64,184574.0,183334.0,2.8164
pair64,few_unique,fulcrum,16,4096,64,184955.0,182754.0,2.8222
pair64,few_unique,block_simd_amd,16,4096,64,186555.0,185654.0,2.8466
pair64,few_unique,sized,16,4096,64,334637.0,331118.0,5.1062
pair64,few_unique,std_partition,24,2730,64,217675.0,216055.0,3.3223
pair64,few_unique,lomuto,24,2730,64,200815.0,198564.0,3.0649
pair64,few_unique,lomuto_branchless,24,2730,64,319018.0,312867.0,4.8690
pair64,few_unique,hoare,24,2730,64,204215.0,202484.0,3.1168
pair64,few_unique,hoare_guarded,24,2730,64,204355.0,202585.0,3.1190
pair64,few_unique,block,24,2730,64,201035.0,197875.0,3.0683
pair64,few_unique,boost_block,24,2730,64,158513.0,157493.0,2.4193
pair64,few_unique,fulcrum,24,2730,64,157324.0,156153.0,2.4012
pair64,few_unique,block_simd_amd,24,2730,64,161564.0,157743.0,2.4659
pair64,few_unique,sized,24,2730,64,320937.0,315007.0,4.8983
pair64,few_unique,std_partition,64,1024,64,199704.0,196085.0,3.0472
pair64,few_unique,lomuto,64,1024,64,176814.0,175354.0,2.6980
pair64,few_unique,lomuto_branchless,64,1024,64,285996.0,283087.0,4.3640
pair64,few_unique,hoare,64,1024,64,180594.0,178554.0,2.7556
pair64,few_unique,hoare_guarded,64,1024,64,183994.0,181875.0,2.8075
pair64,few_unique,block,64,1024,64,175654.0,172784.0,2.6803
pair64,few_unique,boost_block,64,1024,64,111313.0,110223.0,1.6985
pair64,few_unique,fulcrum,64,1024,64,119033.0,107593.0,1.8163
pair64,few_unique,block_simd_amd,64,1024,64,111692.0,110403.0,1.7043
pair64,few_unique,sized,64,1024,64,111492.0,109982.0,1.7012
pair64,few_unique,std_partition,256,256,64,186415.0,185334.0,2.8445
pair64,few_unique,lomuto,256,256,64,167034.0,164444.0,2.5487
pair64,few_unique,lomuto_branchless,256,256,64,275326.0,271427.0,4.2011
pair64,few_unique,hoare,256,256,64,163754.0,162654.0,2.4987
pair64,few_unique,hoare_guarded,256,256,64,170794.0,169424.0,2.6061
pair64,few_unique,block,256,256,64,159803.0,157234.0,2.4384
pair64,few_unique,boost_block,256,256,64,116503.0,82071.0,1.7777
pair64,few_unique,fulcrum,256,256,64,79122.0,78681.0,1.2073
pair64,few_unique,block_simd_amd,256,256,64,81721.0,81382.0,1.2470
pair64,few_unique,sized,256,256,64,81702.0,81212.0,1.2467
pair64,few_unique,std_partition,1024,64,64,182354.0,179804.0,2.7825
pair64,few_unique,lomuto,1024,64,64,161853.0,160674.0,2.4697
pair64,few_unique,lomuto_branchless,1024,64,64,272306.0,268537.0,4.1551
pair64,few_unique,hoare,1024,64,64,159124.0,158134.0,2.4280
pair64,few_unique,hoare_guarded,1024,64,64,167554.0,166674.0,2.5567
pair64,few_unique,block,1024,64,64,83992.0,83281.0,1.2816
pair64,few_unique,boost_block,1024,64,64,57821.0,57291.0,0.8823
pair64,few_unique,fulcrum,1024,64,64,78111.0,73402.0,1.1919
pair64,few_unique,block_simd_amd,1024,64,64,57632.0,57322.0,0.8794
pair64,few_unique,sized,1024,64,64,58092.0,57711.0,0.8864
pair64,few_unique,std_partition,4096,16,64,166014.0,164003.0,2.5332
pair64,few_unique,lomuto,4096,16,64,146743.0,145133.0,2.2391
pair64,few_unique,lomuto_branchless,4096,16,64,247475.0,241535.0,3.7762
pair64,few_unique,hoare,4096,16,64,145904.0,144743.0,2.2263
pair64,few_unique,hoare_guarded,4096,16,64,153244.0,152373.0,2.3383
pair64,few_unique,block,4096,16,64,66401.0,65661.0,1.0132
pair64,few_unique,boost_block,4096,16,64,51821.0,51321.0,0.7907
pair64,few_unique,fulcrum,4096,16,64,71421.0,71182.0,1.0898
pair64,few_unique,block_simd_amd,4096,16,64,51821.0,51261.0,0.7907
pair64,few_unique,sized,4096,16,64,51931.0,51611.0,0.7924
pair64,few_unique,std_partition,65536,1,64,186884.0,181354.0,2.8516
pair64,few_unique,lomuto,65536,1,64,162463.0,160013.0,2.4790
pair64,few_unique,lomuto_branchless,65536,1,64,281907.0,275426.0,4.3016
pair64,few_unique,hoare,65536,1,64,157864.0,156353.0,2.4088
pair64,few_unique,hoare_guarded,65536,1,64,168644.0,167104.0,2.5733
pair64,few_unique,block,65536,1,64,65891.0,65102.0,1.0054
pair64,few_unique,boost_block,65536,1,64,91092.0,51972.0,1.3900
pair64,few_unique,fulcrum,65536,1,64,74781.0,73981.0,1.1411
pair64,few_unique,block_simd_amd,65536,1,64,52291.0,51861.0,0.7979
pair64,few_unique,sized,65536,1,64,52411.0,51952.0,0.7997
pair64,few_unique,std_partition,262144,1,16,1094795.0,1081245.0,4.1763
pair64,few_unique,lomuto,262144,1,16,1026474.0,1019143.0,3.9157
pair64,few_unique,lomuto_branchless,262144,1,16,1368441.0,1365331.0,5.2202
pair64,few_unique,hoare,262144,1,16,1018763.0,1012873.0,3.8863
pair64,few_unique,hoare_guarded,262144,1,16,1100656.0,1087775.0,4.1987
pair64,few_unique,block,262144,1,16,733517.0,730017.0,2.7981
pair64,few_unique,boost_block,262144,1,16,752857.0,747167.0,2.8719
pair64,few_unique,fulcrum,262144,1,16,1126106.0,1122725.0,4.2958
pair64,few_unique,block_simd_amd,262144,1,16,752288.0,747407.0,2.8698
pair64,few_unique,sized,262144,1,16,755277.0,746657.0,2.8812
pair64,few_unique,std_partition,1048576,1,5,3743886.0,3731805.0,3.5704
pair64,few_unique,lomuto,1048576,1,5,3277035.0,3265435.0,3.1252
pair64,few_unique,lomuto_branchless,1048576,1,5,4532494.0,4516103.0,4.3225
pair64,few_unique,hoare,1048576,1,5,3234004.0,3213754.0,3.0842
pair64,few_unique,hoare_guarded,1048576,1,5,3710805.0,3680525.0,3.5389
pair64,few_unique,block,1048576,1,5,1903994.0,1900593.0,1.8158
pair64,few_unique,boost_block,1048576,1,5,1999266.0,1980145.0,1.9066
pair64,few_unique,fulcrum,1048576,1,5,2990519.0,2985879.0,2.8520
pair64,few_unique,block_simd_amd,1048576,1,5,1983615.0,1974336.0,1.8917
pair64,few_unique,sized,1048576,1,5,1988115.0,1981955.0,1.8960
pair64,few_unique,std_partition,4194304,1,5,8820252.0,8789591.0,2.1029
pair64,few_unique,lomuto,4194304,1,5,8008003.0,7959943.0,1.9093
pair64,few_unique,lomuto_branchless,4194304,1,5,10730136.0,10658944.0,2.5583
pair64,few_unique,hoare,4194304,1,5,7355129.0,7335858.0,1.7536
pair64,few_unique,hoare_guarded,4194304,1,5,8593747.0,8536655.0,2.0489
pair64,few_unique,block,4194304,1,5,5357553.0,5330822.0,1.2773
pair64,few_unique,boost_block,4194304,1,5,5366813.0,5346582.0,1.2795
pair64,few_unique,fulcrum,4194304,1,5,8069444.0,8050625.0,1.9239
pair64,few_unique,block_simd_amd,4194304,1,5,5357053.0,5315211.0,1.2772
pair64,few_unique,sized,4194304,1,5,5313982.0,5312331.0,1.2670
pair64,all_equal,std_partition,4,16384,64,45371.0,45131.0,0.6923
pair64,all_equal,lomuto,4,16384,64,79412.0,62292.0,1.2117
pair64,all_equal,lomuto_branchless,4,16384,64,60492.0,59732.0,0.9230
pair64,all_equal,hoare,4,16384,64,77472.0,75831.0,1.1821
pair64,all_equal,hoare_guarded,4,16384,64,32031.0,31881.0,0.4888
pair64,all_equal,block,4,16384,64,60091.0,59972.0,0.9169
pair64,all_equal,boost_block,4,16384,64,39041.0,38890.0,0.5957
pair64,all_equal,fulcrum,4,16384,64,41751.0,38630.0,0.6371
pair64,all_equal,block_simd_amd,4,16384,64,49092.0,49021.0,0.7491
pair64,all_equal,sized,4,16384,64,64221.0,63952.0,0.9799
pair64,all_equal,std_partition,8,8192,64,37141.0,37041.0,0.5667
pair64,all_equal,lomuto,8,8192,64,59422.0,59391.0,0.9067
pair64,all_equal,lomuto_branchless,8,8192,64,58101.0,57782.0,0.8866
pair64,all_equal,hoare,8,8192,64,66922.0,65992.0,1.0211
pair64,all_equal,hoare_guarded,8,8192,64,35451.0,34631.0,0.5409
pair64,all_equal,block,8,8192,64,38991.0,38781.0,0.5950
pair64,all_equal,boost_block,8,8192,64,29901.0,29851.0,0.4563
pair64,all_equal,fulcrum,8,8192,64,30050.0,29821.0,0.4585
pair64,all_equal,block_simd_amd,8,8192,64,38801.0,38740.0,0.5921
pair64,all_equal,sized,8,8192,64,60591.0,60201.0,0.9245
pair64,all_equal,std_partition,16,4096,64,35561.0,35461.0,0.5426
pair64,all_equal,lomuto,16,4096,64,60912.0,60881.0,0.9294
pair64,all_equal,lomuto_branchless,16,4096,64,60582.0,60181.0,0.9244
pair64,all_equal,hoare,16,4096,64,64641.0,64282.0,0.9863
pair64,all_equal,hoare_guarded,16,4096,64,32081.0,31991.0,0.4895
pair64,all_equal,block,16,4096,64,30521.0,30291.0,0.4657
pair64,all_equal,boost_block,16,4096,64,103152.0,102562.0,1.5740
pair64,all_equal,fulcrum,16,4096,64,116213.0,115673.0,1.7733
