type,case,algo,n,k,delta,total_ops,samples,min_ns,p50_ns,p90_ns,mean_ns,cv_pct
i64,b,merge_sorted,14,11,3,5003989,1069,23.782,24.149,24.927,24.290,2.09
i64,b,merge_branchless,14,11,3,5003989,1069,38.206,38.672,39.484,38.821,3.73
i64,b,sort_network,14,11,3,5003989,1069,11.214,11.353,11.451,11.422,3.40
i64,b,std::inplace_merge,14,11,3,5003989,1069,31.778,32.447,33.278,32.685,2.96
i64,b,std::merge,14,11,3,5003989,1069,25.457,25.893,26.713,26.036,2.25
i64,a,extend_sorted,14,10,4,5003989,1069,52.447,53.165,54.022,53.304,1.35
i64,a,extend_scan,14,10,4,5003989,1069,40.749,41.729,42.514,41.847,1.50
i64,a,extend_bsearch,14,10,4,5003989,1069,59.275,60.232,61.151,60.400,1.47
i64,a,sort_network,14,10,4,5003989,1069,11.199,11.320,11.434,11.385,3.80
i64,a,std::sort,14,10,4,5003989,1069,44.840,45.701,46.448,45.815,2.00
i64,b,extend_sorted,14,10,4,5003989,1069,38.228,38.781,39.595,38.932,1.70
i64,b,merge_sorted,14,10,4,5003989,1069,30.785,31.552,32.384,31.692,1.70
i64,b,merge_branchless,14,10,4,5003989,1069,40.088,40.469,41.265,40.637,1.43
i64,b,sort_network,14,10,4,5003989,1069,11.201,11.325,11.419,11.401,3.65
i64,b,std::inplace_merge,14,10,4,5003989,1069,37.224,37.871,38.680,38.063,3.87
i64,b,std::merge,14,10,4,5003989,1069,30.652,31.077,31.768,31.204,1.58
i64,a,extend_sorted,14,8,6,5003989,1069,77.376,78.468,79.369,78.618,1.95
i64,a,extend_scan,14,8,6,5003989,1069,59.136,60.234,61.113,60.389,1.58
i64,a,extend_bsearch,14,8,6,5003989,1069,86.253,87.671,88.704,87.810,1.28
i64,a,sort_network,14,8,6,5003989,1069,11.265,11.382,11.522,11.455,3.44
i64,a,std::sort,14,8,6,5003989,1069,55.524,56.363,57.525,56.609,1.99
i64,b,extend_sorted,14,8,6,5003989,1069,49.343,49.997,50.821,50.152,1.44
i64,b,merge_sorted,14,8,6,5003989,1069,39.140,39.898,40.646,40.020,1.49
i64,b,merge_branchless,14,8,6,5003989,1069,39.768,40.131,40.933,40.288,1.34
i64,b,sort_network,14,8,6,5003989,1069,11.265,11.336,11.434,11.456,11.54
i64,b,std::inplace_merge,14,8,6,5003989,1069,45.852,46.457,47.355,46.656,1.73
i64,b,std::merge,14,8,6,5003989,1069,38.256,39.020,39.853,39.163,1.95
i64,a,extend_sorted,14,6,8,5003989,1069,95.059,96.347,97.355,96.521,1.70
i64,a,extend_scan,14,6,8,5003989,1069,75.919,77.633,78.621,77.765,1.67
i64,a,extend_bsearch,14,6,8,5003989,1069,112.942,114.545,115.771,114.762,1.22
i64,a,sort_network,14,6,8,5003989,1069,11.171,11.312,11.530,11.396,3.75
i64,a,std::sort,14,6,8,5003989,1069,67.323,68.173,69.179,68.369,1.68
i64,b,extend_sorted,14,6,8,5003989,1069,50.753,51.448,52.436,51.674,1.89
i64,b,merge_sorted,14,6,8,5003989,1069,40.108,40.990,41.828,41.070,1.78
i64,b,merge_branchless,14,6,8,5003989,1069,39.749,40.133,40.918,40.304,1.39
i64,b,sort_network,14,6,8,5003989,1069,11.175,11.250,11.369,11.342,3.96
i64,b,std::inplace_merge,14,6,8,5003989,1069,45.953,47.470,48.274,47.561,1.77
i64,b,std::merge,14,6,8,5003989,1069,39.059,39.593,40.424,39.759,1.49
i64,a,extend_sorted,14,2,12,5003989,1069,121.601,123.150,124.331,123.399,1.33
i64,a,extend_scan,14,2,12,5003989,1069,108.154,110.761,112.004,111.023,2.08
i64,a,extend_bsearch,14,2,12,5003989,1069,155.774,157.998,159.229,158.332,1.65
i64,a,sort_network,14,2,12,5003989,1069,11.171,11.340,11.466,11.437,4.88
i64,a,std::sort,14,2,12,5003989,1069,90.414,91.803,93.210,92.035,1.37
i64,b,extend_sorted,14,2,12,5003989,1069,32.481,33.295,33.946,33.470,3.42
i64,b,merge_sorted,14,2,12,5003989,1069,21.263,21.729,22.232,21.806,1.96
i64,b,merge_branchless,14,2,12,5003989,1069,38.033,38.345,39.123,38.490,1.45
i64,b,sort_network,14,2,12,5003989,1069,11.199,11.303,11.417,11.381,3.05
i64,b,std::inplace_merge,14,2,12,5003989,1069,26.862,27.644,28.398,27.835,4.27
i64,b,std::merge,14,2,12,5003989,1069,19.864,20.112,20.805,20.243,2.79
i64,a,extend_sorted,15,14,1,5002505,1145,13.823,14.081,14.251,14.158,2.11
i64,a,extend_scan,15,14,1,5002505,1145,16.528,16.791,17.060,16.883,2.15
i64,a,extend_bsearch,15,14,1,5002505,1145,15.283,15.521,15.706,15.592,1.69
i64,a,sort_network,15,14,1,5002505,1145,8.517,8.638,8.702,8.686,2.86
i64,a,std::sort,15,14,1,5002505,1145,17.556,17.892,18.155,17.996,2.45
i64,b,extend_sorted,15,14,1,5002505,1145,14.038,14.299,14.497,14.376,2.20
i64,b,merge_sorted,15,14,1,5002505,1145,12.204,12.404,12.507,12.471,2.81
i64,b,merge_branchless,15,14,1,5002505,1145,33.402,33.858,34.723,34.036,1.59
i64,b,sort_network,15,14,1,5002505,1145,8.517,8.629,8.693,8.678,2.47
i64,b,std::inplace_merge,15,14,1,5002505,1145,17.648,17.947,18.905,18.182,3.63
i64,b,std::merge,15,14,1,5002505,1145,12.845,13.042,13.594,13.146,2.69
i64,a,extend_sorted,15,13,2,5002505,1145,27.023,27.503,28.462,27.706,2.48
i64,a,extend_scan,15,13,2,5002505,1145,34.144,34.659,35.551,34.869,2.37
i64,a,extend_bsearch,15,13,2,5002505,1145,30.502,30.976,31.811,31.148,2.30
i64,a,sort_network,15,13,2,5002505,1145,8.551,8.654,8.734,8.709,3.22
i64,a,std::sort,15,13,2,5002505,1145,25.313,25.727,26.577,25.902,3.23
i64,b,extend_sorted,15,13,2,5002505,1145,24.340,24.816,25.596,24.960,2.20
i64,b,merge_sorted,15,13,2,5002505,1145,19.501,19.868,20.543,19.989,2.85
i64,b,merge_branchless,15,13,2,5002505,1145,39.126,39.406,40.327,39.641,1.68
i64,b,sort_network,15,13,2,5002505,1145,8.517,8.615,8.675,8.660,2.52
i64,b,std::inplace_merge,15,13,2,5002505,1145,25.853,26.849,27.346,26.846,3.12
i64,b,std::merge,15,13,2,5002505,1145,19.398,19.845,20.623,19.964,2.51
i64,a,extend_sorted,15,12,3,5002505,1145,42.455,43.189,44.225,43.396,1.68
i64,a,extend_scan,15,12,3,5002505,1145,52.885,53.872,54.828,54.070,1.72
i64,a,extend_bsearch,15,12,3,5002505,1145,46.971,47.881,48.834,48.072,1.81
i64,a,sort_network,15,12,3,5002505,1145,8.561,8.666,8.750,8.728,4.63
i64,a,std::sort,15,12,3,5002505,1145,33.711,34.608,35.635,34.874,3.14
i64,b,extend_sorted,15,12,3,5002505,1145,34.379,35.009,35.819,35.152,1.74
i64,b,merge_sorted,15,12,3,5002505,1145,26.215,26.824,27.591,26.972,2.68
i64,b,merge_branchless,15,12,3,5002505,1145,40.081,41.090,41.869,41.145,1.94
i64,b,sort_network,15,12,3,5002505,1145,8.531,8.652,8.728,8.695,2.56
i64,b,std::inplace_merge,15,12,3,5002505,1145,32.031,33.011,33.854,33.184,4.20
i64,b,std::merge,15,12,3,5002505,1145,25.773,26.412,27.069,26.533,2.48
i64,a,extend_sorted,15,11,4,5002505,1145,56.193,57.133,58.049,57.275,1.31
i64,a,extend_scan,15,11,4,5002505,1145,69.352,70.382,71.440,70.582,1.46
i64,a,extend_bsearch,15,11,4,5002505,1145,61.931,63.027,63.987,63.209,1.62
i64,a,sort_network,15,11,4,5002505,1145,8.526,8.638,8.723,8.683,2.43
i64,a,std::sort,15,11,4,5002505,1145,42.308,43.146,44.019,43.366,3.56
i64,b,extend_sorted,15,11,4,5002505,1145,41.741,42.427,43.304,42.606,1.81
i64,b,merge_sorted,15,11,4,5002505,1145,33.194,33.766,34.550,33.939,2.09
i64,b,merge_branchless,15,11,4,5002505,1145,42.635,43.132,43.904,43.263,3.22
i64,b,sort_network,15,11,4,5002505,1145,8.547,8.659,8.746,8.712,3.16
i64,b,std::inplace_merge,15,11,4,5002505,1145,38.115,38.854,39.856,39.114,2.50
i64,b,std::merge,15,11,4,5002505,1145,31.159,32.349,33.101,32.425,2.05
i64,a,extend_sorted,15,9,6,5002505,1145,81.620,82.817,83.765,82.932,1.69
i64,a,extend_scan,15,9,6,5002505,1145,102.479,103.994,105.119,104.162,1.35
i64,a,extend_bsearch,15,9,6,5002505,1145,90.538,91.934,92.946,92.033,1.23
i64,a,sort_network,15,9,6,5002505,1145,8.545,8.641,8.718,8.688,2.90
i64,a,std::sort,15,9,6,5002505,1145,54.728,55.845,56.907,56.020,1.75
i64,b,extend_sorted,15,9,6,5002505,1145,53.096,53.876,54.647,53.985,1.38
i64,b,merge_sorted,15,9,6,5002505,1145,42.237,42.894,43.644,43.018,1.41
i64,b,merge_branchless,15,9,6,5002505,1145,42.253,42.610,43.389,42.775,1.49
i64,b,sort_network,15,9,6,5002505,1145,8.540,8.615,8.692,8.674,3.29
i64,b,std::inplace_merge,15,9,6,5002505,1145,47.069,47.865,48.785,48.077,2.13
i64,b,std::merge,15,9,6,5002505,1145,39.969,40.875,41.660,41.000,1.41
i64,a,extend_sorted,15,7,8,5002505,1145,105.086,106.564,107.517,106.597,0.78
i64,a,extend_scan,15,7,8,5002505,1145,131.637,133.867,135.004,133.920,0.82
i64,a,extend_bsearch,15,7,8,5002505,1145,118.460,120.383,121.375,120.461,1.20
i64,a,sort_network,15,7,8,5002505,1145,8.531,8.618,8.702,8.664,2.20
i64,a,std::sort,15,7,8,5002505,1145,68.317,70.214,71.315,70.306,2.17
i64,b,extend_sorted,15,7,8,5002505,1145,58.967,59.754,60.568,59.862,0.94
i64,b,merge_sorted,15,7,8,5002505,1145,45.561,46.304,47.020,46.404,1.10
i64,b,merge_branchless,15,7,8,5002505,1145,42.601,43.148,43.900,43.258,1.03
i64,b,sort_network,15,7,8,5002505,1145,8.519,8.590,8.656,8.631,2.45
i64,b,std::inplace_merge,15,7,8,5002505,1145,50.049,51.642,52.572,51.785,1.26
i64,b,std::merge,15,7,8,5002505,1145,42.997,43.528,44.363,43.667,1.22
i64,a,extend_sorted,15,3,12,5002505,1145,135.281,136.991,138.293,137.252,1.21
i64,a,extend_scan,15,3,12,5002505,1145,172.531,175.337,176.912,175.702,1.59
i64,a,extend_bsearch,15,3,12,5002505,1145,166.760,168.960,170.377,169.305,1.47
i64,a,sort_network,15,3,12,5002505,1145,8.537,8.641,8.737,8.706,3.48
i64,a,std::sort,15,3,12,5002505,1145,91.753,93.694,95.016,93.862,1.50
i64,b,extend_sorted,15,3,12,5002505,1145,42.896,43.503,44.355,43.794,3.68
i64,b,merge_sorted,15,3,12,5002505,1145,30.211,30.680,31.448,30.828,2.46
i64,b,merge_branchless,15,3,12,5002505,1145,41.374,41.702,42.554,41.870,1.39
i64,b,sort_network,15,3,12,5002505,1145,8.506,8.611,8.693,8.668,3.80
i64,b,std::inplace_merge,15,3,12,5002505,1145,32.294,32.871,34.222,33.263,2.78
i64,b,std::merge,15,3,12,5002505,1145,26.451,26.876,27.711,27.026,2.27
i64,a,extend_sorted,16,15,1,5001216,1221,14.568,14.781,14.942,14.857,2.39
i64,a,extend_scan,16,15,1,5001216,1221,17.151,17.408,17.566,17.493,2.16
i64,a,extend_bsearch,16,15,1,5001216,1221,15.012,15.354,15.574,15.436,2.58
i64,a,sort_network,16,15,1,5001216,1221,13.284,13.416,13.513,13.482,2.46
i64,a,std::sort,16,15,1,5001216,1221,23.274,24.476,25.308,24.607,2.68
i64,b,extend_sorted,16,15,1,5001216,1221,14.700,14.952,15.083,15.014,1.97
i64,b,merge_sorted,16,15,1,5001216,1221,12.479,12.622,12.747,12.707,3.77
i64,b,merge_branchless,16,15,1,5001216,1221,35.919,36.365,37.367,36.617,4.22
i64,b,sort_network,16,15,1,5001216,1221,13.223,13.369,13.477,13.444,2.06
i64,b,std::inplace_merge,16,15,1,5001216,1221,17.696,18.284,18.479,18.352,3.40
i64,b,std::merge,16,15,1,5001216,1221,13.648,13.916,14.073,14.000,3.12
i64,a,extend_sorted,16,14,2,5001216,1221,28.414,28.988,29.906,29.144,2.01
i64,a,extend_scan,16,14,2,5001216,1221,34.805,35.348,36.214,35.499,1.74
i64,a,extend_bsearch,16,14,2,5001216,1221,30.770,31.209,32.044,31.333,1.73
i64,a,sort_network,16,14,2,5001216,1221,13.282,13.452,13.548,13.517,1.89
i64,a,std::sort,16,14,2,5001216,1221,31.358,31.937,32.816,32.081,2.09
i64,b,extend_sorted,16,14,2,5001216,1221,25.501,26.041,26.737,26.152,2.36
i64,b,merge_sorted,16,14,2,5001216,1221,19.888,20.218,20.489,20.339,3.34
i64,b,merge_branchless,16,14,2,5001216,1221,41.532,41.988,42.977,42.222,1.76
i64,b,sort_network,16,14,2,5001216,1221,13.233,13.394,13.523,13.475,2.28
i64,b,std::inplace_merge,16,14,2,5001216,1221,26.776,27.276,28.048,27.468,3.14
i64,b,std::merge,16,14,2,5001216,1221,19.454,19.922,20.342,20.051,3.02
i64,a,extend_sorted,16,13,3,5001216,1221,41.080,41.610,42.467,41.766,1.44
i64,a,extend_scan,16,13,3,5001216,1221,49.630,50.475,51.508,50.685,1.62
i64,a,extend_bsearch,16,13,3,5001216,1221,47.552,48.209,49.132,48.412,2.87
i64,a,sort_network,16,13,3,5001216,1221,13.299,13.438,13.545,13.494,1.83
i64,a,std::sort,16,13,3,5001216,1221,39.181,39.730,40.509,39.912,2.48
i64,b,extend_sorted,16,13,3,5001216,1221,33.824,34.276,35.199,34.450,2.00
i64,b,merge_sorted,16,13,3,5001216,1221,26.827,27.515,28.013,27.555,2.47
i64,b,merge_branchless,16,13,3,5001216,1221,43.175,43.595,44.552,43.796,1.54
i64,b,sort_network,16,13,3,5001216,1221,13.230,13.335,13.440,13.404,2.45
i64,b,std::inplace_merge,16,13,3,5001216,1221,32.823,33.468,34.383,33.638,2.11
i64,b,std::merge,16,13,3,5001216,1221,25.999,26.634,27.510,26.759,2.20
i64,a,extend_sorted,16,12,4,5001216,1221,53.693,54.325,55.306,54.582,2.73
i64,a,extend_scan,16,12,4,5001216,1221,65.580,66.579,67.672,66.779,1.49
i64,a,extend_bsearch,16,12,4,5001216,1221,62.760,63.563,64.506,63.757,1.52
i64,a,sort_network,16,12,4,5001216,1221,13.289,13.399,13.523,13.467,2.23
i64,a,std::sort,16,12,4,5001216,1221,47.591,48.285,49.342,48.540,2.55
i64,b,extend_sorted,16,12,4,5001216,1221,41.046,41.551,42.384,41.719,1.59
i64,b,merge_sorted,16,12,4,5001216,1221,33.621,34.010,34.859,34.178,1.80
i64,b,merge_branchless,16,12,4,5001216,1221,44.684,44.979,45.936,45.141,1.31
i64,b,sort_network,16,12,4,5001216,1221,13.255,13.370,13.484,13.430,2.25
i64,b,std::inplace_merge,16,12,4,5001216,1221,38.651,39.815,40.863,40.036,2.39
i64,b,std::merge,16,12,4,5001216,1221,31.856,32.567,32.948,32.677,1.90
i64,a,extend_sorted,16,10,6,5001216,1221,82.067,83.286,84.238,83.440,1.82
i64,a,extend_scan,16,10,6,5001216,1221,101.545,103.167,104.404,103.333,1.22
i64,a,extend_bsearch,16,10,6,5001216,1221,91.999,93.542,94.668,93.685,1.24
i64,a,sort_network,16,10,6,5001216,1221,13.279,13.377,13.511,13.455,2.44
i64,a,std::sort,16,10,6,5001216,1221,60.590,61.256,62.489,61.584,2.03
i64,b,extend_sorted,16,10,6,5001216,1221,52.911,53.864,54.789,54.087,1.67
i64,b,merge_sorted,16,10,6,5001216,1221,43.617,44.098,44.955,44.276,1.30
i64,b,merge_branchless,16,10,6,5001216,1221,44.771,45.060,45.973,45.312,1.56
i64,b,sort_network,16,10,6,5001216,1221,13.238,13.313,13.477,13.402,1.93
i64,b,std::inplace_merge,16,10,6,5001216,1221,48.158,48.744,49.725,49.007,1.85
i64,b,std::merge,16,10,6,5001216,1221,40.943,41.973,42.818,42.088,1.76
