type,distribution,strategy,n,reps,median_ns,ns_per_elem,smaller_fraction
pair64,organ_pipe,midpoint_first_last,16,500,20.0,1.2500,0.0000
pair64,organ_pipe,median_of_3_inplace,16,500,20.0,1.2500,0.0625
pair64,organ_pipe,median_of_medians_5_inplace,16,500,90.0,5.6250,0.4375
pair64,organ_pipe,pseudo15,16,500,50.0,3.1250,0.4375
pair64,organ_pipe,pseudo15_s5,16,500,70.0,4.3750,0.4375
pair64,organ_pipe,pseudo9,16,500,30.0,1.8750,0.4375
pair64,organ_pipe,pseudo9_s1,16,500,40.0,2.5000,0.4375
pair64,organ_pipe,pseudo9_s2,16,500,40.0,2.5000,0.4375
pair64,organ_pipe,pseudo9_s3,16,500,40.0,2.5000,0.4375
pair64,organ_pipe,pseudo9_s4,16,500,40.0,2.5000,0.4375
pair64,organ_pipe,pseudo9_s5,16,500,30.0,1.8750,0.4375
pair64,organ_pipe,sorting_network_9,16,500,40.0,2.5000,0.4375
pair64,organ_pipe,first,64,500,20.0,0.3125,0.0000
pair64,organ_pipe,middle,64,500,20.0,0.3125,0.9844
pair64,organ_pipe,last,64,500,20.0,0.3125,0.0156
pair64,organ_pipe,median_of_3,64,500,20.0,0.3125,0.0156
pair64,organ_pipe,median_of_5,64,500,30.0,0.4688,0.4844
pair64,organ_pipe,ninther,64,500,30.0,0.4688,0.2656
pair64,organ_pipe,median_of_5_medians_of_5,64,500,90.0,1.4062,0.5469
pair64,organ_pipe,median_of_5_medians_of_5_898,64,500,80.0,1.2500,0.2031
pair64,organ_pipe,median_of_5_medians_of_3,64,500,50.0,0.7812,0.5469
pair64,organ_pipe,median_of_3_medians_of_5,64,500,60.0,0.9375,0.2969
pair64,organ_pipe,median_of_medians_5,64,500,240.0,3.7500,0.5156
pair64,organ_pipe,random,64,500,20.0,0.3125,0.1406
pair64,organ_pipe,midpoint_min_max,64,500,60.0,0.9375,0.4844
pair64,organ_pipe,midpoint_first_last,64,500,20.0,0.3125,0.0000
pair64,organ_pipe,median_of_3_inplace,64,500,20.0,0.3125,0.0156
pair64,organ_pipe,median_of_medians_5_inplace,64,500,370.0,5.7812,0.4844
pair64,organ_pipe,pseudo15,64,500,50.0,0.7812,0.4844
pair64,organ_pipe,pseudo15_s5,64,500,70.0,1.0938,0.4844
pair64,organ_pipe,pseudo9,64,500,30.0,0.4688,0.4531
pair64,organ_pipe,pseudo9_s1,64,500,40.0,0.6250,0.4531
pair64,organ_pipe,pseudo9_s2,64,500,40.0,0.6250,0.4531
pair64,organ_pipe,pseudo9_s3,64,500,40.0,0.6250,0.4531
pair64,organ_pipe,pseudo9_s4,64,500,40.0,0.6250,0.4531
pair64,organ_pipe,pseudo9_s5,64,500,30.0,0.4688,0.4219
pair64,organ_pipe,sorting_network_9,64,500,40.0,0.6250,0.4531
pair64,organ_pipe,first,256,500,20.0,0.0781,0.0000
pair64,organ_pipe,middle,256,500,20.0,0.0781,0.9961
pair64,organ_pipe,last,256,500,20.0,0.0781,0.0039
pair64,organ_pipe,median_of_3,256,500,20.0,0.0781,0.0039
pair64,organ_pipe,median_of_5,256,500,30.0,0.1172,0.4961
pair64,organ_pipe,ninther,256,500,30.0,0.1172,0.2539
pair64,organ_pipe,median_of_5_medians_of_5,256,500,120.0,0.4688,0.5742
pair64,organ_pipe,median_of_5_medians_of_5_898,256,500,80.0,0.3125,0.0508
pair64,organ_pipe,median_of_5_medians_of_3,256,500,50.0,0.1953,0.5586
pair64,organ_pipe,median_of_3_medians_of_5,256,500,60.0,0.2344,0.2930
pair64,organ_pipe,median_of_medians_5,256,500,850.0,3.3203,0.4961
pair64,organ_pipe,random,256,500,20.0,0.0781,0.1680
pair64,organ_pipe,midpoint_min_max,256,500,170.0,0.6641,0.4961
pair64,organ_pipe,midpoint_first_last,256,500,20.0,0.0781,0.0000
pair64,organ_pipe,median_of_3_inplace,256,500,20.0,0.0781,0.0039
pair64,organ_pipe,median_of_medians_5_inplace,256,500,990.0,3.8672,0.4961
pair64,organ_pipe,pseudo15,256,500,60.0,0.2344,0.5273
pair64,organ_pipe,pseudo15_s5,256,500,80.0,0.3125,0.5273
pair64,organ_pipe,pseudo9,256,500,30.0,0.1172,0.4648
pair64,organ_pipe,pseudo9_s1,256,500,40.0,0.1562,0.4648
pair64,organ_pipe,pseudo9_s2,256,500,40.0,0.1562,0.4648
pair64,organ_pipe,pseudo9_s3,256,500,50.0,0.1953,0.4648
pair64,organ_pipe,pseudo9_s4,256,500,40.0,0.1562,0.4648
pair64,organ_pipe,pseudo9_s5,256,500,40.0,0.1562,0.4336
pair64,organ_pipe,sorting_network_9,256,500,60.0,0.2344,0.4648
pair64,organ_pipe,first,1024,500,20.0,0.0195,0.0000
pair64,organ_pipe,middle,1024,500,20.0,0.0195,0.9990
pair64,organ_pipe,last,1024,500,20.0,0.0195,0.0010
pair64,organ_pipe,median_of_3,1024,500,20.0,0.0195,0.0010
pair64,organ_pipe,median_of_5,1024,500,30.0,0.0293,0.4990
pair64,organ_pipe,ninther,1024,500,30.0,0.0293,0.2510
pair64,organ_pipe,median_of_5_medians_of_5,1024,500,90.0,0.0879,0.5811
pair64,organ_pipe,median_of_5_medians_of_5_898,1024,500,80.0,0.0781,0.0127
pair64,organ_pipe,median_of_5_medians_of_3,1024,500,50.0,0.0488,0.5693
pair64,organ_pipe,median_of_3_medians_of_5,1024,500,60.0,0.0586,0.2881
pair64,organ_pipe,median_of_medians_5,1024,500,3590.0,3.5059,0.5010
pair64,organ_pipe,random,1024,500,20.0,0.0195,0.1709
pair64,organ_pipe,midpoint_min_max,1024,500,680.0,0.6641,0.4990
pair64,organ_pipe,midpoint_first_last,1024,500,20.0,0.0195,0.0000
pair64,organ_pipe,median_of_3_inplace,1024,500,20.0,0.0195,0.0010
pair64,organ_pipe,median_of_medians_5_inplace,1024,500,7500.0,7.3242,0.4990
pair64,organ_pipe,pseudo15,1024,500,50.0,0.0488,0.5303
pair64,organ_pipe,pseudo15_s5,1024,500,70.0,0.0684,0.5303
pair64,organ_pipe,pseudo9,1024,500,30.0,0.0293,0.4541
pair64,organ_pipe,pseudo9_s1,1024,500,40.0,0.0391,0.4541
pair64,organ_pipe,pseudo9_s2,1024,500,40.0,0.0391,0.4541
pair64,organ_pipe,pseudo9_s3,1024,500,30.0,0.0293,0.4541
pair64,organ_pipe,pseudo9_s4,1024,500,30.0,0.0293,0.4541
pair64,organ_pipe,pseudo9_s5,1024,500,30.0,0.0293,0.4404
pair64,organ_pipe,sorting_network_9,1024,500,40.0,0.0391,0.4541
pair64,organ_pipe,first,4096,500,20.0,0.0049,0.0000
pair64,organ_pipe,middle,4096,500,20.0,0.0049,0.9998
pair64,organ_pipe,last,4096,500,20.0,0.0049,0.0002
pair64,organ_pipe,median_of_3,4096,500,20.0,0.0049,0.0002
pair64,organ_pipe,median_of_5,4096,500,30.0,0.0073,0.4998
pair64,organ_pipe,ninther,4096,500,30.0,0.0073,0.2502
pair64,organ_pipe,median_of_5_medians_of_5,4096,500,80.0,0.0195,0.5828
pair64,organ_pipe,median_of_5_medians_of_5_898,4096,500,80.0,0.0195,0.0032
pair64,organ_pipe,median_of_5_medians_of_3,4096,500,40.0,0.0098,0.5710
pair64,organ_pipe,median_of_3_medians_of_5,4096,500,60.0,0.0146,0.2859
pair64,organ_pipe,median_of_medians_5,4096,500,16091.0,3.9285,0.4998
pair64,organ_pipe,random,4096,500,20.0,0.0049,0.1726
pair64,organ_pipe,midpoint_min_max,4096,500,2831.0,0.6912,0.4998
pair64,organ_pipe,midpoint_first_last,4096,500,20.0,0.0049,0.0000
pair64,organ_pipe,median_of_3_inplace,4096,500,20.0,0.0049,0.0002
pair64,organ_pipe,median_of_medians_5_inplace,4096,500,16110.0,3.9331,0.4998
pair64,organ_pipe,pseudo15,4096,500,50.0,0.0122,0.5330
pair64,organ_pipe,pseudo15_s5,4096,500,60.0,0.0146,0.5330
pair64,organ_pipe,pseudo9,4096,500,30.0,0.0073,0.4446
pair64,organ_pipe,pseudo9_s1,4096,500,30.0,0.0073,0.4446
pair64,organ_pipe,pseudo9_s2,4096,500,30.0,0.0073,0.4446
pair64,organ_pipe,pseudo9_s3,4096,500,40.0,0.0098,0.4446
pair64,organ_pipe,pseudo9_s4,4096,500,30.0,0.0073,0.4446
pair64,organ_pipe,pseudo9_s5,4096,500,30.0,0.0073,0.4441
pair64,organ_pipe,sorting_network_9,4096,500,30.0,0.0073,0.4446
pair64,organ_pipe,first,65536,64,20.0,0.0003,0.0000
pair64,organ_pipe,middle,65536,64,20.0,0.0003,1.0000
pair64,organ_pipe,last,65536,64,20.0,0.0003,0.0000
pair64,organ_pipe,median_of_3,65536,64,20.0,0.0003,0.0000
pair64,organ_pipe,median_of_5,65536,64,30.0,0.0005,0.5000
pair64,organ_pipe,ninther,65536,64,30.0,0.0005,0.2500
pair64,organ_pipe,median_of_5_medians_of_5,65536,64,80.0,0.0012,0.5833
pair64,organ_pipe,median_of_5_medians_of_5_898,65536,64,80.0,0.0012,0.0002
pair64,organ_pipe,median_of_5_medians_of_3,65536,64,40.0,0.0006,0.5714
pair64,organ_pipe,median_of_3_medians_of_5,65536,64,50.0,0.0008,0.2858
pair64,organ_pipe,median_of_medians_5,65536,64,337798.0,5.1544,0.5000
pair64,organ_pipe,random,65536,64,30.0,0.0005,0.1504
pair64,organ_pipe,midpoint_min_max,65536,64,46001.0,0.7019,0.5000
pair64,organ_pipe,midpoint_first_last,65536,64,20.0,0.0003,0.0000
pair64,organ_pipe,median_of_3_inplace,65536,64,30.0,0.0005,0.0000
pair64,organ_pipe,median_of_medians_5_inplace,65536,64,337868.0,5.1555,0.5000
pair64,organ_pipe,pseudo15,65536,64,50.0,0.0008,0.5333
pair64,organ_pipe,pseudo15_s5,65536,64,60.0,0.0009,0.5333
pair64,organ_pipe,pseudo9,65536,64,30.0,0.0005,0.4446
pair64,organ_pipe,pseudo9_s1,65536,64,30.0,0.0005,0.4446
pair64,organ_pipe,pseudo9_s2,65536,64,30.0,0.0005,0.4446
pair64,organ_pipe,pseudo9_s3,65536,64,40.0,0.0006,0.4446
pair64,organ_pipe,pseudo9_s4,65536,64,30.0,0.0005,0.4446
pair64,organ_pipe,pseudo9_s5,65536,64,30.0,0.0005,0.4444
pair64,organ_pipe,sorting_network_9,65536,64,30.0,0.0005,0.4446
pair64,organ_pipe,first,262144,16,20.0,0.0001,0.0000
pair64,organ_pipe,middle,262144,16,20.0,0.0001,1.0000
pair64,organ_pipe,last,262144,16,20.0,0.0001,0.0000
pair64,organ_pipe,median_of_3,262144,16,20.0,0.0001,0.0000
pair64,organ_pipe,median_of_5,262144,16,30.0,0.0001,0.5000
pair64,organ_pipe,ninther,262144,16,30.0,0.0001,0.2500
pair64,organ_pipe,median_of_5_medians_of_5,262144,16,90.0,0.0003,0.5833
pair64,organ_pipe,median_of_5_medians_of_5_898,262144,16,80.0,0.0003,0.0000
pair64,organ_pipe,median_of_5_medians_of_3,262144,16,40.0,0.0002,0.5714
pair64,organ_pipe,median_of_3_medians_of_5,262144,16,60.0,0.0002,0.2857
pair64,organ_pipe,median_of_medians_5,262144,16,1518995.0,5.7945,0.5000
pair64,organ_pipe,random,262144,16,30.0,0.0001,0.4313
pair64,organ_pipe,midpoint_min_max,262144,16,182894.0,0.6977,0.5000
pair64,organ_pipe,midpoint_first_last,262144,16,20.0,0.0001,0.0000
pair64,organ_pipe,median_of_3_inplace,262144,16,30.0,0.0001,0.0000
pair64,organ_pipe,median_of_medians_5_inplace,262144,16,3007899.0,11.4742,0.5000
pair64,organ_pipe,pseudo15,262144,16,50.0,0.0002,0.5333
pair64,organ_pipe,pseudo15_s5,262144,16,60.0,0.0002,0.5333
pair64,organ_pipe,pseudo9,262144,16,30.0,0.0001,0.4444
pair64,organ_pipe,pseudo9_s1,262144,16,40.0,0.0002,0.4444
pair64,organ_pipe,pseudo9_s2,262144,16,30.0,0.0001,0.4444
pair64,organ_pipe,pseudo9_s3,262144,16,30.0,0.0001,0.4444
pair64,organ_pipe,pseudo9_s4,262144,16,30.0,0.0001,0.4444
pair64,organ_pipe,pseudo9_s5,262144,16,30.0,0.0001,0.4444
pair64,organ_pipe,sorting_network_9,262144,16,30.0,0.0001,0.4444
pair64,organ_pipe,first,1048576,5,20.0,0.0000,0.0000
pair64,organ_pipe,middle,1048576,5,20.0,0.0000,1.0000
pair64,organ_pipe,last,1048576,5,20.0,0.0000,0.0000
pair64,organ_pipe,median_of_3,1048576,5,20.0,0.0000,0.0000
pair64,organ_pipe,median_of_5,1048576,5,50.0,0.0000,0.5000
pair64,organ_pipe,ninther,1048576,5,30.0,0.0000,0.2500
pair64,organ_pipe,median_of_5_medians_of_5,1048576,5,90.0,0.0001,0.5833
pair64,organ_pipe,median_of_5_medians_of_5_898,1048576,5,90.0,0.0001,0.0000
pair64,organ_pipe,median_of_5_medians_of_3,1048576,5,70.0,0.0001,0.5714
pair64,organ_pipe,median_of_3_medians_of_5,1048576,5,60.0,0.0001,0.2857
pair64,organ_pipe,median_of_medians_5,1048576,5,6961749.0,6.6392,0.5000
pair64,organ_pipe,random,1048576,5,40.0,0.0000,0.0755
pair64,organ_pipe,midpoint_min_max,1048576,5,738677.0,0.7045,0.5000
pair64,organ_pipe,midpoint_first_last,1048576,5,20.0,0.0000,0.0000
pair64,organ_pipe,median_of_3_inplace,1048576,5,40.0,0.0000,0.0000
pair64,organ_pipe,median_of_medians_5_inplace,1048576,5,4565914.0,4.3544,0.5000
pair64,organ_pipe,pseudo15,1048576,5,40.0,0.0000,0.5333
pair64,organ_pipe,pseudo15_s5,1048576,5,60.0,0.0001,0.5333
pair64,organ_pipe,pseudo9,1048576,5,30.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s1,1048576,5,40.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s2,1048576,5,30.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s3,1048576,5,40.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s4,1048576,5,40.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s5,1048576,5,40.0,0.0000,0.4444
pair64,organ_pipe,sorting_network_9,1048576,5,30.0,0.0000,0.4444
pair64,organ_pipe,first,4194304,5,20.0,0.0000,0.0000
pair64,organ_pipe,middle,4194304,5,20.0,0.0000,1.0000
pair64,organ_pipe,last,4194304,5,20.0,0.0000,0.0000
pair64,organ_pipe,median_of_3,4194304,5,20.0,0.0000,0.0000
pair64,organ_pipe,median_of_5,4194304,5,40.0,0.0000,0.5000
pair64,organ_pipe,ninther,4194304,5,30.0,0.0000,0.2500
pair64,organ_pipe,median_of_5_medians_of_5,4194304,5,90.0,0.0000,0.5833
pair64,organ_pipe,median_of_5_medians_of_5_898,4194304,5,90.0,0.0000,0.0000
pair64,organ_pipe,median_of_5_medians_of_3,4194304,5,70.0,0.0000,0.5714
pair64,organ_pipe,median_of_3_medians_of_5,4194304,5,60.0,0.0000,0.2857
pair64,organ_pipe,median_of_medians_5,4194304,5,55506945.0,13.2339,0.5000
pair64,organ_pipe,random,4194304,5,130.0,0.0000,0.0755
pair64,organ_pipe,midpoint_min_max,4194304,5,3600172.0,0.8583,0.5000
pair64,organ_pipe,midpoint_first_last,4194304,5,20.0,0.0000,0.0000
pair64,organ_pipe,median_of_3_inplace,4194304,5,140.0,0.0000,0.0000
pair64,organ_pipe,median_of_medians_5_inplace,4194304,5,48427314.0,11.5460,0.5000
pair64,organ_pipe,pseudo15,4194304,5,50.0,0.0000,0.5333
pair64,organ_pipe,pseudo15_s5,4194304,5,60.0,0.0000,0.5333
pair64,organ_pipe,pseudo9,4194304,5,30.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s1,4194304,5,40.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s2,4194304,5,30.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s3,4194304,5,40.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s4,4194304,5,40.0,0.0000,0.4444
pair64,organ_pipe,pseudo9_s5,4194304,5,40.0,0.0000,0.4444
pair64,organ_pipe,sorting_network_9,4194304,5,40.0,0.0000,0.4444
pair64,median_of_3_killer,first,8,500,20.0,2.5000,0.0000
pair64,median_of_3_killer,middle,8,500,20.0,2.5000,0.1250
pair64,median_of_3_killer,last,8,500,20.0,2.5000,0.8750
pair64,median_of_3_killer,median_of_3,8,500,20.0,2.5000,0.1250
pair64,median_of_3_killer,median_of_5,8,500,30.0,3.7500,0.2500
pair64,median_of_3_killer,ninther,8,500,20.0,2.5000,0.1250
pair64,median_of_3_killer,median_of_5_medians_of_5,8,500,30.0,3.7500,0.2500
pair64,median_of_3_killer,median_of_5_medians_of_5_898,8,500,30.0,3.7500,0.2500
pair64,median_of_3_killer,median_of_5_medians_of_3,8,500,30.0,3.7500,0.2500
pair64,median_of_3_killer,median_of_3_medians_of_5,8,500,30.0,3.7500,0.2500
pair64,median_of_3_killer,median_of_medians_5,8,500,60.0,7.5000,0.6250
pair64,median_of_3_killer,random,8,500,20.0,2.5000,0.0000
pair64,median_of_3_killer,midpoint_min_max,8,500,20.0,2.5000,0.3750
pair64,median_of_3_killer,midpoint_first_last,8,500,20.0,2.5000,0.3750
pair64,median_of_3_killer,median_of_3_inplace,8,500,20.0,2.5000,0.1250
pair64,median_of_3_killer,median_of_medians_5_inplace,8,500,30.0,3.7500,0.5000
pair64,median_of_3_killer,pseudo15,8,500,50.0,6.2500,0.0000
pair64,median_of_3_killer,pseudo15_s5,8,500,70.0,8.7500,0.0000
pair64,median_of_3_killer,pseudo9,8,500,30.0,3.7500,0.0000
pair64,median_of_3_killer,pseudo9_s1,8,500,40.0,5.0000,0.0000
pair64,median_of_3_killer,pseudo9_s2,8,500,40.0,5.0000,0.0000
pair64,median_of_3_killer,pseudo9_s3,8,500,40.0,5.0000,0.0000
pair64,median_of_3_killer,pseudo9_s4,8,500,40.0,5.0000,0.0000
pair64,median_of_3_killer,pseudo9_s5,8,500,30.0,3.7500,0.0000
pair64,median_of_3_killer,sorting_network_9,8,500,30.0,3.7500,0.0000
pair64,median_of_3_killer,first,16,500,20.0,1.2500,0.0000
pair64,median_of_3_killer,middle,16,500,20.0,1.2500,0.0625
pair64,median_of_3_killer,last,16,500,20.0,1.2500,0.9375
pair64,median_of_3_killer,median_of_3,16,500,20.0,1.2500,0.0625
pair64,median_of_3_killer,median_of_5,16,500,30.0,1.8750,0.2500
pair64,median_of_3_killer,ninther,16,500,20.0,1.2500,0.3125
pair64,median_of_3_killer,median_of_5_medians_of_5,16,500,30.0,1.8750,0.2500
pair64,median_of_3_killer,median_of_5_medians_of_5_898,16,500,30.0,1.8750,0.2500
pair64,median_of_3_killer,median_of_5_medians_of_3,16,500,50.0,3.1250,0.3750
pair64,median_of_3_killer,median_of_3_medians_of_5,16,500,50.0,3.1250,0.3750
pair64,median_of_3_killer,median_of_medians_5,16,500,80.0,5.0000,0.5625
pair64,median_of_3_killer,random,16,500,20.0,1.2500,0.5000
pair64,median_of_3_killer,midpoint_min_max,16,500,30.0,1.8750,0.4375
pair64,median_of_3_killer,midpoint_first_last,16,500,20.0,1.2500,0.4375
pair64,median_of_3_killer,median_of_3_inplace,16,500,20.0,1.2500,0.0625
pair64,median_of_3_killer,median_of_medians_5_inplace,16,500,60.0,3.7500,0.5000
pair64,median_of_3_killer,pseudo15,16,500,50.0,3.1250,0.3125
pair64,median_of_3_killer,pseudo15_s5,16,500,70.0,4.3750,0.4375
pair64,median_of_3_killer,pseudo9,16,500,30.0,1.8750,0.3750
pair64,median_of_3_killer,pseudo9_s1,16,500,40.0,2.5000,0.3750
pair64,median_of_3_killer,pseudo9_s2,16,500,40.0,2.5000,0.3750
pair64,median_of_3_killer,pseudo9_s3,16,500,40.0,2.5000,0.3750
pair64,median_of_3_killer,pseudo9_s4,16,500,40.0,2.5000,0.3750
pair64,median_of_3_killer,pseudo9_s5,16,500,30.0,1.8750,0.3750
pair64,median_of_3_killer,sorting_network_9,16,500,40.0,2.5000,0.3750
pair64,median_of_3_killer,first,64,500,20.0,0.3125,0.0000
pair64,median_of_3_killer,middle,64,500,20.0,0.3125,0.0156
pair64,median_of_3_killer,last,64,500,20.0,0.3125,0.9844
pair64,median_of_3_killer,median_of_3,64,500,20.0,0.3125,0.0156
pair64,median_of_3_killer,median_of_5,64,500,30.0,0.4688,0.2500
pair64,median_of_3_killer,ninther,64,500,20.0,0.3125,0.2656
pair64,median_of_3_killer,median_of_5_medians_of_5,64,500,80.0,1.2500,0.4062
pair64,median_of_3_killer,median_of_5_medians_of_5_898,64,500,70.0,1.0938,0.5625
pair64,median_of_3_killer,median_of_5_medians_of_3,64,500,50.0,0.7812,0.4219
pair64,median_of_3_killer,median_of_3_medians_of_5,64,500,50.0,0.7812,0.3438
pair64,median_of_3_killer,median_of_medians_5,64,500,210.0,3.2812,0.4844
pair64,median_of_3_killer,random,64,500,20.0,0.3125,0.5625
pair64,median_of_3_killer,midpoint_min_max,64,500,50.0,0.7812,0.4844
pair64,median_of_3_killer,midpoint_first_last,64,500,20.0,0.3125,0.4844
pair64,median_of_3_killer,median_of_3_inplace,64,500,20.0,0.3125,0.0156
pair64,median_of_3_killer,median_of_medians_5_inplace,64,500,340.0,5.3125,0.5000
pair64,median_of_3_killer,pseudo15,64,500,50.0,0.7812,0.2656
pair64,median_of_3_killer,pseudo15_s5,64,500,70.0,1.0938,0.2656
pair64,median_of_3_killer,pseudo9,64,500,30.0,0.4688,0.4375
pair64,median_of_3_killer,pseudo9_s1,64,500,40.0,0.6250,0.4375
pair64,median_of_3_killer,pseudo9_s2,64,500,40.0,0.6250,0.4375
pair64,median_of_3_killer,pseudo9_s3,64,500,40.0,0.6250,0.4375
pair64,median_of_3_killer,pseudo9_s4,64,500,40.0,0.6250,0.4375
pair64,median_of_3_killer,pseudo9_s5,64,500,40.0,0.6250,0.4375
pair64,median_of_3_killer,sorting_network_9,64,500,40.0,0.6250,0.4375
pair64,median_of_3_killer,first,256,500,20.0,0.0781,0.0000
pair64,median_of_3_killer,middle,256,500,20.0,0.0781,0.0039
pair64,median_of_3_killer,last,256,500,20.0,0.0781,0.9961
pair64,median_of_3_killer,median_of_3,256,500,20.0,0.0781,0.0039
pair64,median_of_3_killer,median_of_5,256,500,30.0,0.1172,0.2500
pair64,median_of_3_killer,ninther,256,500,30.0,0.1172,0.2539
pair64,median_of_3_killer,median_of_5_medians_of_5,256,500,80.0,0.3125,0.4141
pair64,median_of_3_killer,median_of_5_medians_of_5_898,256,500,70.0,0.2734,0.5156
pair64,median_of_3_killer,median_of_5_medians_of_3,256,500,40.0,0.1562,0.4258
pair64,median_of_3_killer,median_of_3_medians_of_5,256,500,50.0,0.1953,0.7070
pair64,median_of_3_killer,median_of_medians_5,256,500,630.0,2.4609,0.5039
pair64,median_of_3_killer,random,256,500,20.0,0.0781,0.0859
pair64,median_of_3_killer,midpoint_min_max,256,500,160.0,0.6250,0.0000
pair64,median_of_3_killer,midpoint_first_last,256,500,20.0,0.0781,0.0000
pair64,median_of_3_killer,median_of_3_inplace,256,500,20.0,0.0781,0.0039
pair64,median_of_3_killer,median_of_medians_5_inplace,256,500,1751.0,6.8398,0.5000
pair64,median_of_3_killer,pseudo15,256,500,60.0,0.2344,0.3320
pair64,median_of_3_killer,pseudo15_s5,256,500,80.0,0.3125,0.4648
pair64,median_of_3_killer,pseudo9,256,500,30.0,0.1172,0.3164
pair64,median_of_3_killer,pseudo9_s1,256,500,40.0,0.1562,0.3164
pair64,median_of_3_killer,pseudo9_s2,256,500,40.0,0.1562,0.3164
pair64,median_of_3_killer,pseudo9_s3,256,500,50.0,0.1953,0.3164
pair64,median_of_3_killer,pseudo9_s4,256,500,40.0,0.1562,0.3281
pair64,median_of_3_killer,pseudo9_s5,256,500,40.0,0.1562,0.3164
pair64,median_of_3_killer,sorting_network_9,256,500,60.0,0.2344,0.3164
pair64,median_of_3_killer,first,1024,500,20.0,0.0195,0.0000
pair64,median_of_3_killer,middle,1024,500,20.0,0.0195,0.0010
pair64,median_of_3_killer,last,1024,500,20.0,0.0195,0.9990
pair64,median_of_3_killer,median_of_3,1024,500,20.0,0.0195,0.0010
pair64,median_of_3_killer,median_of_5,1024,500,20.0,0.0195,0.2500
pair64,median_of_3_killer,ninther,1024,500,20.0,0.0195,0.2510
pair64,median_of_3_killer,median_of_5_medians_of_5,1024,500,70.0,0.0684,0.4160
pair64,median_of_3_killer,median_of_5_medians_of_5_898,1024,500,60.0,0.0586,0.5039
pair64,median_of_3_killer,median_of_5_medians_of_3,1024,500,40.0,0.0391,0.4277
pair64,median_of_3_killer,median_of_3_medians_of_5,1024,500,40.0,0.0391,0.4277
pair64,median_of_3_killer,median_of_medians_5,1024,500,2290.0,2.2363,0.4990
pair64,median_of_3_killer,random,1024,500,20.0,0.0195,0.0859
pair64,median_of_3_killer,midpoint_min_max,1024,500,740.0,0.7227,0.5000
pair64,median_of_3_killer,midpoint_first_last,1024,500,20.0,0.0195,0.5000
pair64,median_of_3_killer,median_of_3_inplace,1024,500,20.0,0.0195,0.0010
pair64,median_of_3_killer,median_of_medians_5_inplace,1024,500,9000.0,8.7891,0.5000
pair64,median_of_3_killer,pseudo15,1024,500,50.0,0.0488,0.3291
pair64,median_of_3_killer,pseudo15_s5,1024,500,70.0,0.0684,0.3291
pair64,median_of_3_killer,pseudo9,1024,500,30.0,0.0293,0.4414
pair64,median_of_3_killer,pseudo9_s1,1024,500,40.0,0.0391,0.4414
pair64,median_of_3_killer,pseudo9_s2,1024,500,30.0,0.0293,0.4414
pair64,median_of_3_killer,pseudo9_s3,1024,500,40.0,0.0391,0.4414
pair64,median_of_3_killer,pseudo9_s4,1024,500,30.0,0.0293,0.4414
pair64,median_of_3_killer,pseudo9_s5,1024,500,30.0,0.0293,0.4414
pair64,median_of_3_killer,sorting_network_9,1024,500,30.0,0.0293,0.4414
pair64,median_of_3_killer,first,4096,500,20.0,0.0049,0.0000
pair64,median_of_3_killer,middle,4096,500,20.0,0.0049,0.0002
pair64,median_of_3_killer,last,4096,500,20.0,0.0049,0.9998
pair64,median_of_3_killer,median_of_3,4096,500,20.0,0.0049,0.0002
pair64,median_of_3_killer,median_of_5,4096,500,20.0,0.0049,0.2500
pair64,median_of_3_killer,ninther,4096,500,30.0,0.0073,0.2502
pair64,median_of_3_killer,median_of_5_medians_of_5,4096,500,70.0,0.0171,0.4165
pair64,median_of_3_killer,median_of_5_medians_of_5_898,4096,500,60.0,0.0146,0.5010
pair64,median_of_3_killer,median_of_5_medians_of_3,4096,500,40.0,0.0098,0.4285
pair64,median_of_3_killer,median_of_3_medians_of_5,4096,500,40.0,0.0098,0.3569
pair64,median_of_3_killer,median_of_medians_5,4096,500,8640.0,2.1094,0.5002
pair64,median_of_3_killer,random,4096,500,20.0,0.0049,0.0864
pair64,median_of_3_killer,midpoint_min_max,4096,500,3061.0,0.7473,0.5000
pair64,median_of_3_killer,midpoint_first_last,4096,500,20.0,0.0049,0.5000
pair64,median_of_3_killer,median_of_3_inplace,4096,500,20.0,0.0049,0.0002
pair64,median_of_3_killer,median_of_medians_5_inplace,4096,500,36471.0,8.9041,0.5000
pair64,median_of_3_killer,pseudo15,4096,500,50.0,0.0122,0.3333
pair64,median_of_3_killer,pseudo15_s5,4096,500,60.0,0.0146,0.4666
pair64,median_of_3_killer,pseudo9,4096,500,30.0,0.0073,0.4443
pair64,median_of_3_killer,pseudo9_s1,4096,500,30.0,0.0073,0.4443
pair64,median_of_3_killer,pseudo9_s2,4096,500,30.0,0.0073,0.4443
pair64,median_of_3_killer,pseudo9_s3,4096,500,30.0,0.0073,0.4443
pair64,median_of_3_killer,pseudo9_s4,4096,500,30.0,0.0073,0.4443
